symbol,price,timestamp
TSLA,776.89,2021-02-23T03:41:05.6906012
AAPL,132.09,2021-02-23T03:41:06.5166053
AAPL,133.63,2021-02-23T03:41:08.7786011
TSLA,778.80,2021-02-23T03:41:09.1886021
AAPL,131.19,2021-02-23T03:41:09.3946017
AAPL,130.17,2021-02-23T03:41:12.0575997
TSLA,777.43,2021-02-23T03:41:14.1026012
AAPL,130.92,2021-02-23T03:41:14.7216014
TSLA,777.47,2021-02-23T03:41:24.6457223
AAPL,130.40,2021-02-23T03:41:24.8497247
AAPL,132.15,2021-02-23T03:41:25.0557212
TSLA,777.68,2021-02-23T03:41:25.4687224
AAPL,132.49,2021-02-23T03:41:25.6757219
TSLA,775.26,2021-02-23T03:41:28.1397213
AAPL,131.66,2021-02-23T03:41:29.1627994
TSLA,779.58,2021-02-23T03:41:29.3687998
AAPL,132.72,2021-02-23T03:41:30.5977994
AAPL,133.87,2021-02-23T03:41:30.8058033
68,2021-02-23T02:21:25.4094255
AAPL,132.49,2021-02-23T02:21:25.6154253
FB,264.04,2021-02-23T02:21:27.8764224
TSLA,775.26,2021-02-23T02:21:28.0834297
AAPL,131.66,2021-02-23T02:21:29.1094249
TSLA,779.58,2021-02-23T02:21:29.3154253
FB,266.37,2021-02-23T02:21:30.1384242
FB,264.46,2021-02-23T02:21:30.3444255
AAPL,132.72,2021-02-23T02:21:30.5494259
AAPL,133.87,2021-02-23T02:21:30.7564253
